Date,Product,Region,Units_Sold,Revenue,Profit
2025-09-04,MDF Board,East,30,46093,13906
2026-08-02,MDF Board,East,28,52847,12841
2026-05-15,MDF Board,East,31,53183,7973
2025-11-08,Veneer Sheet,North,26,43649,11748
2026-03-15,Laminate Classic,South,26,27422,5215
2026-05-04,Plywood Premium,North,27,52913,9785
2026-11-30,Laminate Classic,East,28,36597,6406
2025-11-04,MDF Board,South,32,61998,15622
2027-01-20,MDF Board,South,28,63886,15115
2026-03-21,Plywood Premium,West,53,95708,24276
2026-05-17,Laminate Classic,South,23,26669,8924
2025-07-21,Plywood Premium,North,30,55566,18346
2026-01-05,Laminate Classic,South,25,27926,4749
2025-04-04,Veneer Sheet,West,32,31112,9546
2025-10-01,MDF Board,South,47,66928,9759
2026-09-12,Veneer Sheet,North,23,41696,6688
2025-01-31,Plywood Premium,West,54,85154,22843
2025-02-18,Veneer Sheet,North,32,48443,7773
2026-04-07,MDF Board,South,35,52711,10386
2025-05-12,Plywood Premium,North,35,69325,13597
2026-08-09,MDF Board,East,43,64270,10373
2026-07-02,MDF Board,East,32,55339,11053
2025-01-24,Plywood Premium,North,24,75057,12853
2026-06-10,Veneer Sheet,West,29,41112,8880
2025-10-09,Laminate Classic,South,16,33235,7401
2026-05-16,Veneer Sheet,North,19,38663,7738
2026-07-13,Veneer Sheet,North,33,44645,10197
2025-11-18,Laminate Classic,East,24,32749,5538
2025-12-26,Plywood Premium,North,23,67747,14097
2025-06-07,Laminate Classic,East,18,38910,7153
2026-05-31,MDF Board,South,46,54592,10282
2025-08-09,MDF Board,East,38,64322,11884
2026-01-18,Plywood Premium,North,29,59266,17093
2026-04-30,Laminate Classic,South,23,35472,5900
2025-04-16,Plywood Premium,North,27,75831,12488
2026-10-29,MDF Board,South,37,70992,14852
2025-07-09,Veneer Sheet,North,22,53250,7878
2026-07-25,Veneer Sheet,West,33,41838,9710
2026-04-08,Laminate Classic,East,27,26578,6638
2025-05-18,MDF Board,South,41,72463,9306
2025-09-12,Plywood Premium,West,52,92176,27268
2025-05-28,Laminate Classic,East,17,34155,5915
2026-07-16,Plywood Premium,North,34,45352,11140
2025-04-17,Plywood Premium,West,43,109652,17721
2025-02-09,Laminate Classic,East,17,35679,9450
2026-09-15,Plywood Premium,West,42,82010,24618
2025-01-17,Veneer Sheet,West,31,47048,7082
2026-09-21,Laminate Classic,South,17,31587,7039
2026-04-04,MDF Board,East,26,41095,10882
2026-06-29,Veneer Sheet,North,35,32023,7403
2026-11-10,Plywood Premium,North,34,60578,11030
2026-08-29,Laminate Classic,East,23,27917,6280
2025-04-11,MDF Board,East,40,52037,11645
2025-06-03,Laminate Classic,East,15,34821,8185
2025-08-24,Plywood Premium,North,30,53404,13772
2026-07-03,Veneer Sheet,North,34,43930,9705
2026-09-07,Veneer Sheet,West,28,33800,8036
2026-07-10,Veneer Sheet,North,26,35635,10711
2026-10-01,Laminate Classic,East,25,36530,7799
2026-04-10,Plywood Premium,North,38,64217,16464
2025-05-22,Plywood Premium,West,53,107599,26337
2026-01-16,Veneer Sheet,North,24,48358,10368
2025-04-04,Laminate Classic,East,17,40961,5972
2025-04-04,Veneer Sheet,North,26,32347,8340
2025-06-16,Plywood Premium,West,55,80421,31917
2026-03-23,Laminate Classic,East,30,35776,6335
2025-12-06,MDF Board,South,44,66414,9118
2025-12-11,Veneer Sheet,North,32,41528,9832
2026-06-16,Plywood Premium,North,26,50573,18524
2025-12-19,Laminate Classic,South,24,28113,5444
2025-06-11,Laminate Classic,East,29,28376,5616
2025-02-23,MDF Board,East,33,64839,14506
2026-08-12,Laminate Classic,East,14,35265,6070
2025-02-20,Plywood Premium,North,26,62766,11162
2025-01-12,Laminate Classic,East,16,28421,6746
2026-11-18,Veneer Sheet,North,20,32989,11644
2025-03-11,Plywood Premium,North,28,75687,18150
2026-08-07,Veneer Sheet,North,33,50423,7662
2026-09-24,Veneer Sheet,West,25,38979,7459
2026-02-15,MDF Board,South,44,55961,12487
2026-12-22,Laminate Classic,South,14,30041,6644
2025-02-05,Laminate Classic,South,16,35325,7562
2025-09-28,MDF Board,East,33,44776,13464
2026-08-27,Plywood Premium,West,34,89013,29073
2025-06-30,Laminate Classic,East,19,35340,5928
2026-12-23,Veneer Sheet,West,30,47870,9907
2026-01-05,Laminate Classic,South,22,33728,6220
2025-06-08,MDF Board,East,39,39722,8258
2025-12-13,Laminate Classic,South,26,26316,7348
2026-09-24,Veneer Sheet,West,30,42311,6404
2025-10-11,MDF Board,South,32,51310,13421
2026-02-23,MDF Board,East,35,57375,13199
2026-04-21,Laminate Classic,South,15,28404,5069
2026-11-28,Plywood Premium,West,59,110038,30129
2026-07-09,Veneer Sheet,West,33,29364,10370
2027-01-19,Veneer Sheet,North,23,34470,10675
2026-03-12,Veneer Sheet,North,34,39977,7814
2026-10-15,Plywood Premium,North,37,68071,16098
2025-02-07,Plywood Premium,West,51,120754,19943
2025-04-16,Veneer Sheet,North,25,44411,9609
2026-01-30,Laminate Classic,South,19,27713,8300
2026-08-21,Veneer Sheet,North,21,32678,10178
2026-07-14,Plywood Premium,North,24,59504,15594
2025-12-16,MDF Board,South,53,54954,11268
2025-04-28,Plywood Premium,North,34,69251,12749
2025-10-25,Veneer Sheet,North,25,35370,10154
2026-05-29,Plywood Premium,West,42,107217,24917
2025-10-06,Veneer Sheet,West,19,37687,8418
2026-08-29,Veneer Sheet,West,28,36136,8071
2025-09-26,Plywood Premium,West,28,77974,16781
2026-04-08,MDF Board,East,23,38064,12913
2025-05-13,Laminate Classic,South,23,31686,7215
2025-11-27,Laminate Classic,South,16,26472,8039
2025-10-11,Plywood Premium,West,44,69675,15030
2026-06-07,Plywood Premium,West,45,93755,16921
2025-12-07,Veneer Sheet,North,23,40552,8735
2025-03-25,MDF Board,East,28,45446,9126
2025-03-07,Plywood Premium,West,60,88583,17710
2026-03-29,Plywood Premium,North,19,54809,11033
2025-02-28,Laminate Classic,South,16,37952,6173
2025-09-12,MDF Board,East,42,41086,8715
2025-08-16,Veneer Sheet,West,29,46485,9367
2025-02-15,Veneer Sheet,West,19,31807,6317
2026-07-14,Veneer Sheet,West,32,35466,9239
2025-08-06,Laminate Classic,East,26,37428,9343
2026-02-09,Plywood Premium,North,24,69238,10729
2026-02-05,Laminate Classic,East,22,32361,8216
2025-09-10,Laminate Classic,South,22,37935,7888
2026-09-16,Laminate Classic,East,19,32895,6009
2026-07-09,Plywood Premium,North,35,71398,19134
2026-06-27,Plywood Premium,North,24,54774,13105
2027-01-09,Veneer Sheet,North,22,47692,9003
2026-12-27,Veneer Sheet,West,32,30149,10427
2025-06-01,Veneer Sheet,West,26,38792,9068
2026-03-12,Laminate Classic,South,19,23134,5062
2025-09-01,Plywood Premium,West,45,79604,16024
2026-04-26,Laminate Classic,South,14,30566,6507
2026-09-10,MDF Board,South,47,55617,14108
2026-03-16,MDF Board,East,32,39417,11549
2026-11-18,Laminate Classic,East,23,38804,7633
2026-10-05,Plywood Premium,West,39,68367,25946
2025-05-07,MDF Board,East,39,54958,13534
2025-12-25,MDF Board,South,33,56734,13774
2025-02-21,Laminate Classic,East,16,37523,6165
2025-11-26,MDF Board,South,48,60006,12981
2026-04-18,Laminate Classic,East,24,41280,8747
2026-03-04,Laminate Classic,East,21,29918,6460
2025-02-20,Laminate Classic,East,21,28246,8401
2025-07-06,MDF Board,East,39,42186,10475
2025-01-24,Laminate Classic,South,23,38184,5512
2026-01-03,Veneer Sheet,West,26,50275,9608
2025-10-12,Laminate Classic,South,23,34844,8240
2025-09-12,Plywood Premium,West,56,98211,26771
2026-02-16,Plywood Premium,West,49,64908,15341
2026-09-13,Plywood Premium,West,39,88640,23562
2025-12-25,Plywood Premium,North,19,63327,15758
2026-07-30,Plywood Premium,West,34,99694,23501
2026-03-14,Plywood Premium,North,23,77496,11207
2026-02-26,MDF Board,East,39,48178,10226
2026-07-31,Veneer Sheet,West,25,41149,6937
2025-03-20,Laminate Classic,South,15,25978,8029
2025-01-17,Veneer Sheet,North,23,40299,6798
2026-08-22,Laminate Classic,East,27,39062,7433
2025-11-07,Plywood Premium,West,57,90704,25374
2025-10-13,Veneer Sheet,West,20,39807,9061
2026-02-01,Plywood Premium,West,40,67632,22811
2026-03-29,MDF Board,East,30,45217,9029
2026-06-07,Plywood Premium,West,52,70398,19568
2025-03-05,Laminate Classic,East,31,36960,5905
2025-06-20,Plywood Premium,North,41,68604,11800
2025-11-17,Plywood Premium,North,31,61812,11838
2025-08-25,Laminate Classic,South,28,40540,6373
2025-11-03,Veneer Sheet,North,27,50866,9252
2026-02-21,Laminate Classic,East,23,24508,7799
2026-06-13,MDF Board,South,39,50120,16034
2025-11-28,Plywood Premium,North,32,53676,12248
2025-03-02,Veneer Sheet,North,29,43695,9801
2026-04-15,Laminate Classic,South,20,34230,8124
2025-08-26,MDF Board,East,25,48602,8041
2025-04-28,Laminate Classic,East,20,37075,5897
2026-02-01,Laminate Classic,East,23,38297,8769
2026-08-27,MDF Board,East,32,46966,9063
2025-12-29,Plywood Premium,North,23,44953,14371
2026-10-05,Laminate Classic,South,25,27838,8435
2026-09-05,Plywood Premium,West,46,75037,17598
2026-07-09,Laminate Classic,East,20,34257,7471
2025-10-23,Veneer Sheet,North,31,48428,11618
2025-04-08,Plywood Premium,West,43,114217,30162
2027-01-06,Laminate Classic,South,29,34188,6652
2026-08-31,Laminate Classic,South,27,35453,5623
2025-04-07,Laminate Classic,South,22,40263,8442
2026-08-03,MDF Board,East,40,39788,10735
2026-09-03,Veneer Sheet,West,21,42757,6509
2026-06-30,Plywood Premium,North,40,71617,18286
2027-01-06,MDF Board,East,37,52359,14421
2026-03-19,Laminate Classic,South,21,33923,6833
2025-01-12,Veneer Sheet,North,25,29973,6649
2025-10-27,Laminate Classic,East,26,40036,6790
2025-10-24,Laminate Classic,South,16,31494,6712
2026-07-22,Plywood Premium,West,57,94506,18347
2026-07-12,Plywood Premium,West,49,82408,26081
2025-04-18,MDF Board,East,46,51482,12529
2025-12-29,Plywood Premium,North,27,63357,11927
2025-06-29,MDF Board,East,32,40978,10385
2026-07-02,Veneer Sheet,North,20,36027,8614
2025-10-30,Plywood Premium,West,38,70367,24959
2026-02-16,Laminate Classic,East,22,30335,7601
2026-01-09,MDF Board,East,35,52500,10228
2025-03-29,Plywood Premium,West,32,64258,22476
2025-09-10,Plywood Premium,West,58,85718,19274
2026-10-11,Laminate Classic,South,27,35041,6214
2025-07-28,Veneer Sheet,West,21,30818,10069
2025-08-23,Plywood Premium,North,33,66268,16966
2025-11-22,Laminate Classic,East,17,36398,9098
2025-10-11,Plywood Premium,West,40,99609,28284
2025-12-02,Veneer Sheet,West,22,33404,7570
2025-08-27,Plywood Premium,West,32,102124,26938
2025-03-27,Veneer Sheet,West,32,49789,7857
2025-07-12,Plywood Premium,North,22,62494,13182
2026-01-05,MDF Board,South,27,69647,15592
2026-06-22,Laminate Classic,South,24,24669,5259
2026-08-23,Veneer Sheet,West,33,34852,6211
2026-09-22,Veneer Sheet,North,29,40754,10688
2026-06-22,Veneer Sheet,North,29,38941,9514
2025-09-16,Plywood Premium,West,50,78494,25729
2025-08-05,MDF Board,East,29,42470,8228
2026-03-09,Veneer Sheet,North,23,34780,9062
2026-03-26,Veneer Sheet,North,25,30062,5593
2025-12-27,Laminate Classic,South,25,30703,5531
2026-12-26,MDF Board,East,45,49176,13786
2026-01-27,MDF Board,East,37,68465,13469
2025-06-12,Laminate Classic,South,13,33278,7356
2025-08-28,Plywood Premium,West,41,74407,17562
2025-10-29,Veneer Sheet,West,21,47317,10295
2025-03-03,MDF Board,East,38,54691,10884
2026-07-22,Veneer Sheet,North,35,46992,9581
2025-10-24,Plywood Premium,North,23,63957,17582
2026-04-17,Laminate Classic,South,18,27982,5261
2026-02-19,Laminate Classic,East,19,38098,8230
2026-03-05,Veneer Sheet,West,19,29305,6527
2026-01-12,MDF Board,South,31,61920,10639
2026-11-08,Plywood Premium,West,40,106367,28386
2026-05-10,Plywood Premium,North,30,76460,12345
2025-05-08,Laminate Classic,South,16,32539,7585
2026-05-17,Laminate Classic,South,19,36588,6303
2026-12-26,Plywood Premium,North,40,60214,12276
2026-06-16,Veneer Sheet,North,30,49627,7701
2026-05-01,Laminate Classic,South,21,27822,6674
2025-07-14,Plywood Premium,North,31,76351,17576
2025-12-23,Laminate Classic,East,26,30986,7666
2025-09-23,Plywood Premium,North,22,48996,13473
2025-10-23,Laminate Classic,East,28,32567,8443
2026-06-29,Plywood Premium,West,41,79134,18979
2025-05-11,MDF Board,East,28,42304,14101
2025-12-21,Veneer Sheet,West,31,43523,7062
2025-06-30,Laminate Classic,South,27,35397,4882
2026-02-11,Laminate Classic,East,15,29620,6878
2025-01-22,MDF Board,East,35,44156,10444
2026-08-11,Plywood Premium,West,38,93031,19054
2026-10-20,MDF Board,South,27,68051,9192
2026-04-20,Plywood Premium,North,30,71205,17730
2025-12-23,Veneer Sheet,North,20,48580,10360
2026-03-23,Laminate Classic,East,25,37028,6646
2025-12-08,Plywood Premium,North,30,60510,12165
2026-12-19,Plywood Premium,North,26,55150,9516
2025-09-17,Plywood Premium,West,38,84603,23520
2025-05-07,Veneer Sheet,North,20,38456,8555
2026-06-16,Laminate Classic,South,24,39480,6877
2025-10-29,Plywood Premium,North,23,67720,13556
2025-09-24,Veneer Sheet,North,24,31655,9127
2025-08-05,Laminate Classic,South,16,29709,7016
2025-12-05,Veneer Sheet,West,21,34986,7846
2025-11-21,MDF Board,East,25,56602,12257
2025-07-27,Plywood Premium,West,38,65812,16386
2026-02-13,MDF Board,East,47,61761,10002
2026-04-01,Laminate Classic,East,22,36349,6863
2025-08-02,Veneer Sheet,West,21,40467,11442
2026-02-02,MDF Board,East,40,52496,11301
2025-03-17,Veneer Sheet,West,28,44227,9462
2026-06-13,Plywood Premium,West,50,102829,26602
2026-02-20,Veneer Sheet,North,28,35704,6835
2025-10-16,Plywood Premium,North,26,48436,11946
2026-10-21,Plywood Premium,North,34,55242,17935
2025-06-03,Laminate Classic,East,23,37238,5210
2025-10-12,MDF Board,East,35,37201,9384
2026-09-27,Veneer Sheet,West,28,35385,10777
2025-03-06,Laminate Classic,South,23,28902,5360
2026-11-30,Plywood Premium,West,54,74796,17804
2026-12-03,Veneer Sheet,North,32,44755,11969
2026-08-14,Plywood Premium,West,35,104059,16615
2025-12-08,Veneer Sheet,North,29,34398,7535
2027-01-19,Veneer Sheet,North,34,36694,10429
2026-05-14,MDF Board,East,45,68026,12484
2026-05-05,Laminate Classic,East,22,31819,6166
2025-09-28,Laminate Classic,South,14,26427,7236
2025-01-15,MDF Board,South,43,69091,10119
2025-11-15,Laminate Classic,South,13,30603,7348
2025-04-26,MDF Board,South,41,55786,10257
2026-11-15,Veneer Sheet,West,26,40061,8781
2026-01-23,Veneer Sheet,North,33,34002,6864
2025-02-20,Plywood Premium,West,43,74996,21620
2025-03-26,MDF Board,East,34,60798,15235
2026-03-28,MDF Board,East,38,41571,12072
2025-12-20,MDF Board,South,49,50875,11459
2025-11-19,Laminate Classic,East,27,40324,6955
2026-12-20,Plywood Premium,West,56,80428,22231
2025-01-22,Laminate Classic,South,20,29591,5426
2026-02-21,MDF Board,East,49,43931,13319
2026-12-21,Plywood Premium,West,49,102498,19934
2026-07-17,MDF Board,East,47,60179,9568
2026-01-13,Veneer Sheet,North,16,34150,7490
2026-06-09,Laminate Classic,East,19,27631,9450
2025-08-30,Veneer Sheet,West,18,35685,6808
2026-09-20,Veneer Sheet,West,25,34955,10621
2026-12-03,MDF Board,South,45,64999,15217
2025-12-20,MDF Board,East,28,62139,11983
2026-05-04,Plywood Premium,North,27,66935,15515
2025-06-13,MDF Board,East,33,47462,9972
2026-12-01,Plywood Premium,West,48,81220,21948
2026-10-02,Plywood Premium,West,49,91757,27115
2025-11-08,MDF Board,East,24,40737,13322
2025-08-30,MDF Board,East,29,56635,10837
2025-07-12,Laminate Classic,South,23,31532,5358
2025-05-26,Laminate Classic,East,18,35710,6786
2025-10-21,Plywood Premium,North,38,54336,17713
2025-06-24,Laminate Classic,South,16,26505,8000
2025-03-29,MDF Board,East,39,49850,10216
2026-01-21,Laminate Classic,South,27,26332,6238
2025-08-08,Laminate Classic,South,18,33966,5077
2026-05-22,Veneer Sheet,North,17,38588,8112
2026-09-18,MDF Board,East,41,57599,9508
2025-12-02,MDF Board,South,27,64069,11280
2026-08-01,Plywood Premium,West,65,105251,27942
2025-08-13,MDF Board,East,27,58698,13429
2026-10-18,MDF Board,East,26,44906,12819
2025-08-02,Plywood Premium,West,67,88448,24737
2025-10-08,MDF Board,East,40,62479,11704
2025-11-23,MDF Board,East,38,59733,9753
2026-03-26,Plywood Premium,North,23,48693,13996
2025-05-31,MDF Board,South,51,65222,12143
2025-08-26,Laminate Classic,South,26,26583,6429
2026-11-04,MDF Board,South,40,49750,10503
2026-12-25,Plywood Premium,North,41,54328,19476
2026-04-05,Plywood Premium,West,59,118451,18774
2025-10-30,MDF Board,East,22,52951,7914
2026-02-23,Veneer Sheet,North,23,41190,11524
2025-02-09,Veneer Sheet,West,33,46085,9279
2026-02-04,MDF Board,South,49,58148,14346
2025-09-16,Laminate Classic,South,26,24018,7753
2026-06-15,MDF Board,South,33,67659,10899
2026-05-06,Plywood Premium,North,38,56548,17363
2026-06-18,Plywood Premium,West,53,69974,16626
2025-06-23,Plywood Premium,West,42,82464,18085
2025-11-05,Plywood Premium,West,39,82575,17080
2026-04-21,Plywood Premium,North,35,70739,18740
2026-10-10,Plywood Premium,West,42,81350,22467
2025-12-28,Laminate Classic,East,25,30865,6019
2025-07-06,Laminate Classic,East,20,30657,7385
2026-09-30,Laminate Classic,East,22,35534,6995
2025-12-23,MDF Board,East,37,57375,10893
2025-07-17,Veneer Sheet,North,28,32350,8533
2026-07-31,Veneer Sheet,North,31,42690,7270
2025-06-15,Laminate Classic,South,18,36799,8219
2025-04-28,Laminate Classic,South,24,28650,6147
2026-02-28,Laminate Classic,South,22,23886,5097
2026-06-06,MDF Board,South,28,53288,13694
2026-03-06,Plywood Premium,West,54,123672,22863
2025-11-26,MDF Board,East,43,58183,9839
2027-01-19,Laminate Classic,East,32,42487,6229
2025-04-21,Veneer Sheet,North,33,35078,8684
2026-06-21,MDF Board,South,27,58908,11380
2027-01-02,Veneer Sheet,West,30,35269,9177
2025-10-22,Laminate Classic,South,21,33634,8209
2025-06-06,Veneer Sheet,West,24,32995,6738
2026-11-21,Veneer Sheet,North,29,28159,8992
2025-03-18,Plywood Premium,North,41,51528,13641
2025-05-03,Veneer Sheet,North,21,38055,5838
2025-11-11,Laminate Classic,East,17,38236,6610
2026-10-26,Veneer Sheet,North,26,29392,6443
2025-06-23,MDF Board,East,38,56949,11686
2026-12-07,Veneer Sheet,West,28,29126,9861
2025-12-27,Plywood Premium,West,33,74109,27885
2026-10-29,Veneer Sheet,North,24,53833,7507
2025-09-24,Laminate Classic,East,23,36322,6364
2025-06-02,MDF Board,East,34,44960,7748
2026-10-19,Laminate Classic,East,26,34909,6708
2025-11-05,Plywood Premium,West,55,104812,27930
2025-09-17,Plywood Premium,North,34,51850,10948
2025-06-29,Plywood Premium,North,35,61877,12841
2026-03-01,Veneer Sheet,North,28,45519,10232
2026-09-29,Laminate Classic,South,25,33622,5033
2025-06-02,Laminate Classic,South,21,26827,5480
2025-12-09,Laminate Classic,South,25,23600,6012
2026-03-20,Laminate Classic,East,24,34608,8019
2025-08-08,MDF Board,South,52,53440,15636
2026-04-15,MDF Board,East,23,55389,10534
2025-03-18,Plywood Premium,North,31,66529,14001
2026-04-18,Plywood Premium,North,27,51841,12531
2025-04-06,Veneer Sheet,West,34,46117,7490
2026-05-01,Veneer Sheet,North,23,33207,8509
2026-08-30,Veneer Sheet,North,34,33069,8241
2025-08-20,Laminate Classic,South,14,29862,5888
2025-09-29,Plywood Premium,North,29,79037,19684
2026-03-25,Laminate Classic,South,19,36907,7384
2026-03-20,Laminate Classic,East,15,34006,7716
2026-02-12,Laminate Classic,East,23,40747,6431
2026-12-04,Laminate Classic,South,24,23185,7861
2025-11-25,Laminate Classic,East,21,27779,5331
2026-02-15,Plywood Premium,West,52,94340,30037
2026-11-15,Laminate Classic,East,28,34926,8442
2026-08-11,Plywood Premium,North,29,55023,12303
2026-02-22,Plywood Premium,West,41,76391,18522
2026-05-30,MDF Board,East,40,40317,9227
2026-02-10,Plywood Premium,North,24,59362,14260
2025-02-13,Veneer Sheet,West,34,47142,7177
2026-05-07,Laminate Classic,South,26,29008,7186
2026-03-09,Laminate Classic,South,18,23126,7624
2025-07-08,Laminate Classic,East,18,44516,9078
2025-06-06,MDF Board,East,30,39500,11359
2025-12-10,MDF Board,East,42,47345,13348
2025-06-24,Veneer Sheet,North,36,47521,12041
2026-06-03,Veneer Sheet,North,22,44257,11627
2025-05-11,Veneer Sheet,West,23,41863,7971
2026-04-03,Plywood Premium,West,61,94714,17122
2026-07-31,Veneer Sheet,West,25,30151,6909
2026-02-23,MDF Board,East,42,51284,9506
2025-03-02,Veneer Sheet,West,27,46769,7066
2026-12-04,Veneer Sheet,North,31,48325,10105
2025-05-28,Plywood Premium,West,54,77946,17216
2026-04-08,Laminate Classic,East,24,36868,8321
2025-08-13,Laminate Classic,East,18,40366,6467
2025-12-30,MDF Board,South,37,52473,9496
2026-08-30,Veneer Sheet,West,28,32817,9109
2026-12-30,Plywood Premium,West,31,103386,25326
2025-08-19,MDF Board,East,25,46904,13859
2026-10-25,MDF Board,East,41,52422,12539
2025-04-05,Laminate Classic,East,15,31443,8812
2025-10-14,Laminate Classic,South,23,34173,7288
2025-12-08,Plywood Premium,West,34,84000,15166
2026-09-19,MDF Board,South,44,65449,13001
2025-11-01,Plywood Premium,West,55,99428,23466
2025-12-10,Plywood Premium,North,38,69061,17491
2025-09-14,Veneer Sheet,West,24,47573,10345
2026-02-04,Veneer Sheet,North,26,43969,11834
2025-08-19,Veneer Sheet,North,28,44480,10608
2025-01-19,Laminate Classic,South,17,22637,6487
2025-12-12,Veneer Sheet,North,34,41295,11726
2026-10-15,Veneer Sheet,North,20,51811,8671
2025-06-04,Plywood Premium,North,24,63548,10499
2026-05-14,Plywood Premium,North,44,81712,15594
2027-01-05,Veneer Sheet,North,33,44930,11738
2025-12-20,MDF Board,South,28,53862,11623
2026-04-28,Veneer Sheet,North,23,29089,9005
2025-11-02,Plywood Premium,West,53,88528,25677
2026-01-29,Veneer Sheet,North,20,36331,7513
2025-04-26,Veneer Sheet,West,20,50104,7265
2025-04-27,Plywood Premium,North,19,57208,9683
2025-02-23,MDF Board,East,39,48015,11981
2026-02-20,Laminate Classic,East,21,28006,8742
2025-10-20,Plywood Premium,North,21,50861,13323
2025-01-28,Plywood Premium,North,33,41652,15199
2026-12-09,Laminate Classic,East,15,24378,5070
2025-02-15,Laminate Classic,East,17,42072,8692
2025-05-15,Laminate Classic,East,26,27547,7259
2026-05-29,Plywood Premium,West,61,78531,29753
2026-12-25,Laminate Classic,South,18,24850,6832
2026-04-19,Laminate Classic,South,24,40229,6503
2025-06-02,Veneer Sheet,West,19,36728,8583
2025-04-30,MDF Board,East,29,60582,13567
2026-11-08,Laminate Classic,South,15,23916,6503
2026-06-06,MDF Board,East,25,53794,11200
2025-08-16,Plywood Premium,North,32,73385,12686
2026-11-29,Veneer Sheet,West,28,33593,7911
2025-05-31,MDF Board,South,32,68144,14784
2025-11-14,Laminate Classic,East,20,40532,9243
2026-05-09,Plywood Premium,West,59,74848,25522
2025-04-25,Plywood Premium,North,27,76095,19748
2025-10-09,Plywood Premium,West,39,88184,17745
2026-10-18,Plywood Premium,West,39,113348,22917
2025-06-02,Veneer Sheet,North,16,29783,7116
2025-05-18,Laminate Classic,South,16,38035,6505
2026-10-03,Laminate Classic,South,26,35650,5384
2026-09-06,Veneer Sheet,North,30,39539,9057
2026-11-19,Plywood Premium,West,42,87699,25570
2026-06-10,Plywood Premium,North,37,52300,16294
2025-12-26,Plywood Premium,North,28,57277,11113
2026-07-07,MDF Board,South,45,49849,9658
2026-09-05,Laminate Classic,South,27,26493,5898
2026-11-25,Plywood Premium,North,21,58135,11271
2026-06-17,Veneer Sheet,North,36,42896,11034
2026-06-10,MDF Board,South,39,54496,10735
2025-11-27,Veneer Sheet,West,27,33128,7010
2026-01-09,Plywood Premium,North,32,72642,17328
2026-05-27,Laminate Classic,South,22,27228,5573
2025-02-27,Plywood Premium,North,34,53246,17512
2025-03-13,Plywood Premium,West,36,107407,17078
2026-07-29,Plywood Premium,North,19,42260,13561
2026-01-01,Laminate Classic,East,18,40796,8199
2026-10-06,Laminate Classic,East,18,37080,8093
2027-01-16,Laminate Classic,East,21,29975,6485
2025-11-06,MDF Board,East,47,59930,13642
2026-02-16,Veneer Sheet,West,18,32334,9195
2025-10-31,Plywood Premium,North,25,74085,11817
2025-02-16,Veneer Sheet,North,33,47705,8128
2026-04-09,MDF Board,East,22,50521,11617
2026-11-06,Plywood Premium,West,42,100304,29641
2026-12-09,Veneer Sheet,West,26,43093,7834
2026-07-11,Veneer Sheet,West,34,44349,9113
2026-04-06,Veneer Sheet,West,29,40000,10555
2025-09-09,Laminate Classic,East,26,36180,7506
2025-09-05,MDF Board,East,41,48345,12945
2025-11-30,Veneer Sheet,North,37,48925,11612
2025-07-12,Veneer Sheet,West,19,32568,7547
2025-03-05,MDF Board,South,43,53131,15608
2025-06-17,Laminate Classic,South,24,34117,7203
2025-09-14,Laminate Classic,South,27,27433,7149
2026-07-02,Laminate Classic,East,21,32092,7709
2026-07-10,MDF Board,South,48,60845,11853
2026-10-03,Veneer Sheet,North,35,42716,8486
2025-04-23,MDF Board,South,41,59750,10931
2025-11-29,Veneer Sheet,North,23,35569,8618
2025-02-19,MDF Board,East,26,43210,10339
2025-09-06,Plywood Premium,West,56,97498,25214
2026-10-16,MDF Board,East,37,52465,14148
2027-01-03,Plywood Premium,North,34,70148,18639
2026-12-27,MDF Board,East,41,53473,9169
2025-08-25,MDF Board,South,36,52508,15068
2025-06-01,Laminate Classic,South,25,27526,7533
2026-09-10,Plywood Premium,North,33,64692,12569
2026-09-25,MDF Board,South,38,68095,14770
2025-03-04,Veneer Sheet,North,20,42724,9103
2025-04-29,Plywood Premium,North,39,55528,16642
2026-03-05,MDF Board,East,44,53687,12968
2026-05-17,Laminate Classic,East,26,33785,7762
2026-03-27,Veneer Sheet,North,29,34010,10355
2025-02-11,Laminate Classic,East,19,25105,8760
2025-04-12,Veneer Sheet,North,17,31891,6891
2026-10-15,MDF Board,East,43,55712,13897
2026-11-25,Laminate Classic,South,26,36177,8634
2025-07-17,Laminate Classic,South,17,33722,6884
2025-11-29,Veneer Sheet,North,23,27035,6360
2026-06-21,MDF Board,East,47,59377,8782
2026-03-08,Laminate Classic,East,24,44844,9155
2025-02-24,Veneer Sheet,West,28,46109,7723
2025-11-06,Laminate Classic,South,13,23841,6081
2025-01-11,Laminate Classic,South,15,24290,7644
2025-11-19,Veneer Sheet,West,24,38650,8171
2026-01-29,MDF Board,South,26,56420,9975
2025-08-14,Plywood Premium,West,37,97295,27263
2025-09-25,Plywood Premium,North,31,60375,13304
2026-04-17,Laminate Classic,South,13,23129,8042
2025-08-08,Laminate Classic,East,20,30993,7751
2025-02-05,Veneer Sheet,West,23,35092,7006
2025-04-01,Veneer Sheet,North,39,33924,12141
2026-01-10,Plywood Premium,West,45,101200,29477
2026-10-25,MDF Board,East,28,43299,11477
2026-12-18,Laminate Classic,South,20,29294,8364
2026-05-07,Laminate Classic,South,23,29333,7634
2025-03-25,Plywood Premium,West,51,74315,19355
2025-08-06,MDF Board,East,27,39783,12813
2026-07-07,Plywood Premium,West,30,88205,18316
2027-01-07,MDF Board,South,39,59236,13518
2026-08-01,Laminate Classic,East,23,42351,8793
